t,px,py,pz,vx,vy,vz,epx,epy,epz,target_speed,target_alt,target_heading,throttle,aileron,elevator,rudder
73.89,1044.41,0,-111.783,14.113,0,-0.16,1044,-0.285137,-111.774,18,120,3.14121,0.210436,0.12,0.08,0
73.9,1044.56,0,-111.784,14.1044,0,-0.16,1044.14,-0.286022,-111.787,18,120,3.14121,0.211245,0.12,0.08,0
73.91,1044.7,0,-111.786,14.1124,0,-0.16,1044.29,-0.286915,-111.818,18,120,3.14121,0.20994,0.12,0.08,0
73.92,1044.84,0,-111.787,14.0994,0,-0.16,1044.43,-0.287811,-111.818,18,120,3.14121,0.208691,0.12,0.08,0
73.93,1044.98,0,-111.789,14.0869,0,-0.16,1044.57,-0.288704,-111.823,18,120,3.1412,0.209187,0.12,0.08,0
73.94,1045.12,0,-111.791,14.0919,0,-0.16,1044.71,-0.289599,-111.844,18,120,3.1412,0.209969,0.12,0.08,0
73.95,1045.26,0,-111.792,14.0997,0,-0.16,1044.85,-0.290499,-111.84,18,120,3.1412,0.210326,0.12,0.08,0
73.96,1045.4,0,-111.794,14.1033,0,-0.16,1045,-0.291407,-111.802,18,120,3.1412,0.209761,0.12,0.08,0
73.97,1045.54,0,-111.795,14.0976,0,-0.16,1045.14,-0.29233,-111.799,18,120,3.1412,0.210125,0.12,0.08,0
73.98,1045.68,0,-111.797,14.1012,0,-0.16,1045.28,-0.293244,-111.783,18,120,3.1412,0.210837,0.12,0.08,0
73.99,1045.82,0,-111.799,14.1084,0,-0.16,1045.34,-0.250121,-111.785,18,120,3.14126,0.249029,0.12,0.08,0
74,1045.97,0,-111.8,14.4903,0,-0.16,1045.48,-0.250928,-111.793,18,120,3.14126,0.21175,0.12,0.08,0
74.01,1046.11,0,-111.802,14.1175,0,-0.16,1045.62,-0.251737,-111.788,18,120,3.14126,0.211862,0.12,0.08,0
74.02,1046.25,0,-111.803,14.1186,0,-0.16,1045.76,-0.252547,-111.801,18,120,3.14125,0.212077,0.12,0.08,0
74.03,1046.39,0,-111.805,14.1208,0,-0.16,1045.91,-0.253348,-111.794,18,120,3.14125,0.210855,0.12,0.08,0
74.04,1046.53,0,-111.807,14.1086,0,-0.16,1046.05,-0.254148,-111.796,18,120,3.14125,0.212457,0.12,0.08,0
74.05,1046.67,0,-111.808,14.1246,0,-0.16,1046.19,-0.254949,-111.778,18,120,3.14125,0.211645,0.12,0.08,0
74.06,1046.82,0,-111.81,14.1165,0,-0.16,1046.33,-0.25574,-111.763,18,120,3.14125,0.212869,0.12,0.08,0
74.07,1046.96,0,-111.811,14.1287,0,-0.16,1046.47,-0.256537,-111.785,18,120,3.14125,0.212318,0.12,0.08,0
74.08,1047.1,0,-111.813,14.1232,0,-0.16,1046.61,-0.257336,-111.818,18,120,3.14125,0.211801,0.12,0.08,0
74.09,1047.24,0,-111.815,14.118,0,-0.16,1046.75,-0.258128,-111.817,18,120,3.14125,0.211943,0.12,0.08,0
74.1,1047.38,0,-111.816,14.1194,0,-0.16,1046.9,-0.258915,-111.815,18,120,3.14125,0.211319,0.12,0.08,0
74.11,1047.52,0,-111.818,14.1132,0,-0.16,1047.04,-0.2597,-111.836,18,120,3.14125,0.211501,0.12,0.08,0
74.12,1047.66,0,-111.819,14.115,0,-0.16,1047.18,-0.26049,-111.816,18,120,3.14124,0.212796,0.12,0.08,0
74.13,1047.8,0,-111.821,14.128,0,-0.16,1047.32,-0.261276,-111.824,18,120,3.14124,0.211473,0.12,0.08,0
74.14,1047.95,0,-111.823,14.1147,0,-0.16,1047.46,-0.262064,-111.817,18,120,3.14124,0.212174,0.12,0.08,0
74.15,1048.09,0,-111.824,14.1217,0,-0.16,1047.6,-0.262856,-111.815,18,120,3.14124,0.21248,0.12,0.08,0
74.16,1048.23,0,-111.826,14.1248,0,-0.16,1047.75,-0.263636,-111.821,18,120,3.14124,0.212363,0.12,0.08,0
74.17,1048.37,0,-111.827,14.1236,0,-0.16,1047.89,-0.26442,-111.819,18,120,3.14124,0.211042,0.12,0.08,0
74.18,1048.51,0,-111.829,14.1104,0,-0.16,1048.03,-0.265212,-111.799,18,120,3.14124,0.210919,0.12,0.08,0
74.19,1048.65,0,-111.831,14.1092,0,-0.16,1048.04,-0.487887,-111.809,18,120,3.14094,0.244082,0.12,0.08,0
74.2,1048.8,0,-111.832,14.4408,0,-0.16,1048.18,-0.489314,-111.828,18,120,3.14094,0.214664,0.12,0.08,0
74.21,1048.94,0,-111.834,14.1466,0,-0.16,1048.32,-0.490744,-111.823,18,120,3.14094,0.212348,0.12,0.08,0
74.22,1049.08,0,-111.835,14.1235,0,-0.16,1048.47,-0.492178,-111.83,18,120,3.14094,0.214102,0.12,0.08,0
74.23,1049.22,0,-111.837,14.141,0,-0.16,1048.61,-0.493614,-111.827,18,120,3.14093,0.213058,0.12,0.08,0
74.24,1049.36,0,-111.839,14.1306,0,-0.16,1048.75,-0.49505,-111.803,18,120,3.14093,0.213584,0.12,0.08,0
74.25,1049.5,0,-111.84,14.1358,0,-0.16,1048.89,-0.496476,-111.832,18,120,3.14093,0.214515,0.12,0.08,0
74.26,1049.64,0,-111.842,14.1452,0,-0.16,1049.03,-0.4979,-111.831,18,120,3.14093,0.214564,0.12,0.08,0
74.27,1049.79,0,-111.843,14.1456,0,-0.16,1049.17,-0.499318,-111.834,18,120,3.14093,0.212791,0.12,0.08,0
74.28,1049.93,0,-111.845,14.1279,0,-0.16,1049.31,-0.500742,-111.866,18,120,3.14092,0.213755,0.12,0.08,0
74.29,1050.07,0,-111.847,14.1375,0,-0.16,1049.45,-0.502177,-111.842,18,120,3.14092,0.213978,0.12,0.08,0
74.3,1050.21,0,-111.848,14.1398,0,-0.16,1049.6,-0.503616,-111.84,18,120,3.14092,0.214634,0.12,0.08,0
74.31,1050.35,0,-111.85,14.1463,0,-0.16,1049.74,-0.505051,-111.843,18,120,3.14092,0.213975,0.12,0.08,0
74.32,1050.49,0,-111.851,14.1397,0,-0.16,1049.88,-0.506497,-111.84,18,120,3.14092,0.214525,0.12,0.08,0
74.33,1050.63,0,-111.853,14.1453,0,-0.16,1050.02,-0.507943,-111.851,18,120,3.14092,0.212916,0.12,0.08,0
74.34,1050.78,0,-111.855,14.1292,0,-0.16,1050.16,-0.509388,-111.824,18,120,3.14091,0.212163,0.12,0.08,0
74.35,1050.92,0,-111.856,14.1216,0,-0.16,1050.3,-0.510819,-111.815,18,120,3.14091,0.213685,0.12,0.08,0
74.36,1051.06,0,-111.858,14.1369,0,-0.16,1050.44,-0.512243,-111.869,18,120,3.14091,0.212629,0.12,0.076246,0
74.37,1051.2,0,-111.859,14.1263,0,-0.152492,1050.58,-0.513672,-111.853,18,120,3.14091,0.213487,0.12,0.0831283,0
74.38,1051.34,0,-111.861,14.1349,0,-0.166257,1050.73,-0.515107,-111.851,18,120,3.14091,0.214743,0.12,0.08,0
74.39,1051.48,0,-111.863,14.1474,0,-0.16,1050.75,-0.194454,-111.838,18,120,3.14133,0.241886,0.12,0.08,0
74.4,1051.63,0,-111.864,14.4189,0,-0.16,1050.89,-0.194899,-111.837,18,120,3.14133,0.21488,0.12,0.08,0
74.41,1051.77,0,-111.866,14.1488,0,-0.16,1051.03,-0.195334,-111.837,18,120,3.14133,0.214017,0.12,0.08,0
74.42,1051.91,0,-111.867,14.1402,0,-0.16,1051.17,-0.195772,-111.829,18,120,3.14133,0.215697,0.12,0.08,0
74.43,1052.05,0,-111.869,14.157,0,-0.16,1051.31,-0.196214,-111.811,18,120,3.14133,0.215215,0.12,0.08,0
74.44,1052.19,0,-111.871,14.1522,0,-0.16,1051.45,-0.196655,-111.808,18,120,3.14133,0.214108,0.12,0.08,0
74.45,1052.33,0,-111.872,14.1411,0,-0.16,1051.59,-0.197094,-111.819,18,120,3.14133,0.213787,0.12,0.08,0
74.46,1052.48,0,-111.874,14.1379,0,-0.16,1051.73,-0.197522,-111.808,18,120,3.14133,0.213372,0.12,0.08,0
74.47,1052.62,0,-111.875,14.1337,0,-0.16,1051.87,-0.197959,-111.808,18,120,3.14133,0.214749,0.12,0.08,0
74.48,1052.76,0,-111.877,14.1475,0,-0.16,1052.02,-0.198403,-111.797,18,120,3.14133,0.214268,0.12,0.08,0
74.49,1052.9,0,-111.879,14.1427,0,-0.16,1052.16,-0.198835,-111.761,18,120,3.14133,0.214895,0.12,0.08,0
74.5,1053.04,0,-111.88,14.149,0,-0.16,1052.3,-0.199259,-111.739,18,120,3.14133,0.215802,0.12,0.08,0
74.51,1053.18,0,-111.882,14.158,0,-0.16,1052.44,-0.199667,-111.747,18,120,3.14133,0.215305,0.12,0.08,0
74.52,1053.32,0,-111.883,14.1531,0,-0.16,1052.58,-0.200058,-111.768,18,120,3.14133,0.215891,0.12,0.08,0
74.53,1053.47,0,-111.885,14.1589,0,-0.16,1052.72,-0.200453,-111.804,18,120,3.14133,0.215529,0.12,0.08,0
74.54,1053.61,0,-111.887,14.1553,0,-0.16,1052.86,-0.20085,-111.827,18,120,3.14133,0.21465,0.12,0.08,0
74.55,1053.75,0,-111.888,14.1465,0,-0.16,1053,-0.201256,-111.804,18,120,3.14133,0.214204,0.12,0.08,0
74.56,1053.89,0,-111.89,14.142,0,-0.16,1053.14,-0.201678,-111.849,18,120,3.14132,0.215714,0.12,0.08,0
74.57,1054.03,0,-111.891,14.1571,0,-0.16,1053.28,-0.202093,-111.841,18,120,3.14132,0.215107,0.12,0.08,0
74.58,1054.17,0,-111.893,14.1511,0,-0.16,1053.43,-0.20251,-111.826,18,120,3.14132,0.215006,0.12,0.08,0
74.59,1054.31,0,-111.895,14.1501,0,-0.16,1053.63,-0.305033,-111.871,18,120,3.14119,0.201256,0.12,0.08,0
74.6,1054.45,0,-111.896,14.0126,0,-0.16,1053.77,-0.30584,-111.899,18,120,3.14119,0.213478,0.12,0.08,0
74.61,1054.6,0,-111.898,14.1348,0,-0.16,1053.91,-0.306649,-111.909,18,120,3.14119,0.213573,0.12,0.08,0
74.62,1054.74,0,-111.899,14.1357,0,-0.16,1054.05,-0.307449,-111.876,18,120,3.14118,0.214258,0.12,0.08,0
74.63,1054.88,0,-111.901,14.1426,0,-0.16,1054.19,-0.308258,-111.857,18,120,3.14118,0.215726,0.12,0.08,0
74.64,1055.02,0,-111.903,14.1573,0,-0.16,1054.33,-0.309052,-111.874,18,120,3.14118,0.214646,0.12,0.08,0
74.65,1055.16,0,-111.904,14.1465,0,-0.16,1054.47,-0.309857,-111.883,18,120,3.14118,0.213242,0.12,0.08,0
74.66,1055.3,0,-111.906,14.1324,0,-0.16,1054.61,-0.310673,-111.872,18,120,3.14118,0.213874,0.12,0.08,0
74.67,1055.44,0,-111.907,14.1387,0,-0.16,1054.76,-0.31149,-111.867,18,120,3.14118,0.213729,0.12,0.08,0
74.68,1055.59,0,-111.909,14.1373,0,-0.16,1054.9,-0.312304,-111.893,18,120,3.14118,0.213915,0.12,0.08,0
74.69,1055.73,0,-111.911,14.1392,0,-0.16,1055.04,-0.313121,-111.895,18,120,3.14118,0.212317,0.12,0.08,0
74.7,1055.87,0,-111.912,14.1232,0,-0.16,1055.18,-0.313947,-111.908,18,120,3.14118,0.214851,0.12,0.08,0
74.71,1056.01,0,-111.914,14.1485,0,-0.16,1055.32,-0.314774,-111.932,18,120,3.14118,0.213817,0.12,0.08,0
74.72,1056.15,0,-111.915,14.1382,0,-0.16,1055.46,-0.315612,-111.947,18,120,3.14117,0.214839,0.12,0.08,0
74.73,1056.29,0,-111.917,14.1484,0,-0.16,1055.6,-0.31644,-111.953,18,120,3.14117,0.213693,0.12,0.08,0
74.74,1056.43,0,-111.919,14.1369,0,-0.16,1055.74,-0.31727,-111.953,18,120,3.14117,0.21402,0.12,0.08,0
74.75,1056.58,0,-111.92,14.1402,0,-0.16,1055.89,-0.318096,-111.92,18,120,3.14117,0.214303,0.12,0.08,0
74.76,1056.72,0,-111.922,14.143,0,-0.16,1056.03,-0.318928,-111.919,18,120,3.14117,0.213203,0.12,0.08,0
74.77,1056.86,0,-111.923,14.132,0,-0.16,1056.17,-0.319761,-111.924,18,120,3.14117,0.215345,0.12,0.08,0
74.78,1057,0,-111.925,14.1534,0,-0.16,1056.31,-0.320589,-111.941,18,120,3.14117,0.213586,0.12,0.08,0
74.79,1057.14,0,-111.927,14.1359,0,-0.16,1056.47,-1.13895,-111.943,18,120,3.14009,0.204708,0.12,0.08,0
74.8,1057.28,0,-111.928,14.0471,0,-0.16,1056.61,-1.14258,-111.939,18,120,3.14008,0.21403,0.12,0.08,0
74.81,1057.42,0,-111.93,14.1403,0,-0.16,1056.75,-1.1462,-111.947,18,120,3.14008,0.214488,0.12,0.08,0
74.82,1057.56,0,-111.931,14.1449,0,-0.16,1056.89,-1.14982,-111.934,18,120,3.14007,0.213475,0.12,0.08,0
74.83,1057.71,0,-111.933,14.1348,0,-0.16,1057.03,-1.15345,-111.935,18,120,3.14007,0.214457,0.12,0.08,0
74.84,1057.85,0,-111.935,14.1446,0,-0.16,1057.17,-1.15707,-111.9,18,120,3.14006,0.213205,0.12,0.08,0
74.85,1057.99,0,-111.936,14.132,0,-0.16,1057.31,-1.16069,-111.872,18,120,3.14006,0.212889,0.12,0.08,0
74.86,1058.13,0,-111.938,14.1289,0,-0.16,1057.45,-1.16431,-111.863,18,120,3.14006,0.214952,0.12,0.08,0
74.87,1058.27,0,-111.939,14.1495,0,-0.16,1057.59,-1.16794,-111.874,18,120,3.14005,0.215191,0.12,0.08,0
74.88,1058.41,0,-111.941,14.1519,0,-0.16,1057.74,-1.17156,-111.863,18,120,3.14005,0.213287,0.12,0.08,0
74.89,1058.55,0,-111.943,14.1329,0,-0.16,1057.88,-1.17519,-111.84,18,120,3.14004,0.21291,0.12,0.08,0
74.9,1058.7,0,-111.944,14.1291,0,-0.16,1058.02,-1.17882,-111.867,18,120,3.14004,0.215106,0.12,0.08,0
74.91,1058.84,0,-111.946,14.1511,0,-0.16,1058.16,-1.18247,-111.861,18,120,3.14003,0.214063,0.12,0.08,0
74.92,1058.98,0,-111.947,14.1406,0,-0.16,1058.3,-1.18609,-111.859,18,120,3.14003,0.21261,0.12,0.08,0
74.93,1059.12,0,-111.949,14.1261,0,-0.16,1058.44,-1.18972,-111.855,18,120,3.14002,0.214029,0.12,0.08,0
74.94,1059.26,0,-111.951,14.1403,0,-0.16,1058.58,-1.19335,-111.837,18,120,3.14002,0.213767,0.12,0.08,0
74.95,1059.4,0,-111.952,14.1377,0,-0.16,1058.72,-1.19697,-111.835,18,120,3.14002,0.213058,0.12,0.08,0
74.96,1059.54,0,-111.954,14.1306,0,-0.16,1058.87,-1.20061,-111.785,18,120,3.14001,0.214134,0.12,0.08,0
74.97,1059.69,0,-111.955,14.1413,0,-0.16,1059.01,-1.20423,-111.766,18,120,3.14001,0.214897,0.12,0.08,0
74.98,1059.83,0,-111.957,14.149,0,-0.16,1059.15,-1.20787,-111.783,18,120,3.14,0.213562,0.12,0.08,0
74.99,1059.97,0,-111.959,14.1356,0,-0.16,1059.19,-1.06427,-111.828,18,120,3.14019,0.244782,0.12,0.08,0
75,1060.11,0,-111.96,14.4478,0,-0.16,1059.34,-1.06742,-111.837,18,120,3.14019,0.215402,0.12,0.08,0
75.01,1060.25,0,-111.962,14.154,0,-0.16,1059.48,-1.07057,-111.839,18,120,3.14018,0.215431,0.12,0.08,0
75.02,1060.4,0,-111.963,14.1543,0,-0.16,1059.62,-1.07372,-111.869,18,120,3.14018,0.216238,0.12,0.08,0
75.03,1060.54,0,-111.965,14.1624,0,-0.16,1059.76,-1.07686,-111.895,18,120,3.14018,0.215231,0.12,0.08,0
75.04,1060.68,0,-111.967,14.1523,0,-0.16,1059.9,-1.08,-111.865,18,120,3.14017,0.215949,0.12,0.08,0
75.05,1060.82,0,-111.968,14.1595,0,-0.16,1060.04,-1.08314,-111.864,18,120,3.14017,0.215558,0.12,0.08,0
75.06,1060.96,0,-111.97,14.1556,0,-0.16,1060.18,-1.08627,-111.878,18,120,3.14016,0.214733,0.12,0.08,0
75.07,1061.1,0,-111.971,14.1473,0,-0.16,1060.32,-1.08942,-111.875,18,120,3.14016,0.215289,0.12,0.08,0
75.08,1061.24,0,-111.973,14.1529,0,-0.16,1060.46,-1.09256,-111.888,18,120,3.14016,0.215981,0.12,0.08,0
75.09,1061.39,0,-111.975,14.1598,0,-0.16,1060.6,-1.09571,-111.902,18,120,3.14015,0.21588,0.12,0.08,0
75.1,1061.53,0,-111.976,14.1588,0,-0.16,1060.74,-1.09884,-111.875,18,120,3.14015,0.215644,0.12,0.08,0
75.11,1061.67,0,-111.978,14.1564,0,-0.16,1060.88,-1.10198,-111.873,18,120,3.14014,0.215767,0.12,0.08,0
75.12,1061.81,0,-111.979,14.1577,0,-0.16,1061.03,-1.10511,-111.864,18,120,3.14014,0.215846,0.12,0.08,0
75.13,1061.95,0,-111.981,14.1585,0,-0.16,1061.17,-1.10825,-111.891,18,120,3.14014,0.215328,0.12,0.08,0
75.14,1062.09,0,-111.983,14.1533,0,-0.16,1061.31,-1.1114,-111.897,18,120,3.14013,0.215644,0.12,0.08,0
75.15,1062.24,0,-111.984,14.1564,0,-0.16,1061.45,-1.11454,-111.883,18,120,3.14013,0.216457,0.12,0.08,0
75.16,1062.38,0,-111.986,14.1646,0,-0.16,1061.59,-1.11768,-111.913,18,120,3.14013,0.216549,0.12,0.08,0
75.17,1062.52,0,-111.987,14.1655,0,-0.16,1061.73,-1.12082,-111.923,18,120,3.14012,0.215774,0.12,0.08,0
75.18,1062.66,0,-111.989,14.1577,0,-0.16,1061.87,-1.12394,-111.907,18,120,3.14012,0.215905,0.12,0.08,0
75.19,1062.8,0,-111.991,14.159,0,-0.16,1062.53,-1.31335,-111.911,18,120,3.13987,0.0360347,0.12,0.08,0
75.2,1062.93,0,-111.992,12.3603,0,-0.16,1062.67,-1.31698,-111.918,18,120,3.13987,0.208309,0.12,0.08,0
75.21,1063.07,0,-111.994,14.0831,0,-0.16,1062.82,-1.32062,-111.925,18,120,3.13986,0.208027,0.12,0.08,0
75.22,1063.21,0,-111.995,14.0803,0,-0.16,1062.96,-1.32425,-111.908,18,120,3.13986,0.207378,0.12,0.08,0
75.23,1063.35,0,-111.997,14.0738,0,-0.16,1063.1,-1.3279,-111.913,18,120,3.13985,0.207118,0.12,0.08,0
75.24,1063.49,0,-111.999,14.0712,0,-0.16,1063.24,-1.33155,-111.919,18,120,3.13985,0.207929,0.12,0.08,0
75.25,1063.63,0,-112,14.0793,0,-0.16,1063.39,-1.33518,-111.923,18,120,3.13984,0.207664,0.12,0.08,0
75.26,1063.77,0,-112.002,14.0766,0,-0.16,1063.53,-1.33879,-111.938,18,120,3.13984,0.207707,0.12,0.08,0
75.27,1063.91,0,-112.003,14.0771,0,-0.16,1063.67,-1.34242,-111.953,18,120,3.13983,0.207216,0.12,0.08,0
75.28,1064.05,0,-112.005,14.0722,0,-0.16,1063.81,-1.34604,-111.945,18,120,3.13983,0.206815,0.12,0.08,0
75.29,1064.19,0,-112.007,14.0681,0,-0.16,1063.96,-1.34967,-111.944,18,120,3.13983,0.206873,0.12,0.08,0
75.3,1064.33,0,-112.008,14.0687,0,-0.16,1064.1,-1.35329,-111.934,18,120,3.13982,0.206011,0.12,0.08,0
75.31,1064.47,0,-112.01,14.0601,0,-0.16,1064.24,-1.35691,-111.93,18,120,3.13982,0.205493,0.12,0.08,0
75.32,1064.61,0,-112.011,14.0549,0,-0.16,1064.39,-1.36052,-111.936,18,120,3.13981,0.207107,0.12,0.08,0
75.33,1064.76,0,-112.013,14.0711,0,-0.16,1064.53,-1.36414,-111.978,18,120,3.13981,0.207749,0.12,0.08,0
75.34,1064.9,0,-112.015,14.0775,0,-0.16,1064.67,-1.36774,-111.984,18,120,3.1398,0.20806,0.12,0.08,0
75.35,1065.04,0,-112.016,14.0806,0,-0.16,1064.81,-1.37133,-112.003,18,120,3.1398,0.206815,0.12,0.08,0
75.36,1065.18,0,-112.018,14.0681,0,-0.16,1064.96,-1.37491,-112.022,18,120,3.1398,0.205441,0.12,0.08,0
75.37,1065.32,0,-112.019,14.0544,0,-0.16,1065.1,-1.37851,-112.017,18,120,3.13979,0.207434,0.12,0.08,0
75.38,1065.46,0,-112.021,14.0743,0,-0.16,1065.24,-1.3821,-112.02,18,120,3.13979,0.207292,0.12,0.08,0
75.39,1065.6,0,-112.023,14.0729,0,-0.16,1065.13,-1.16649,-112.002,18,120,3.14007,0.299618,0.12,0.08,0
75.4,1065.75,0,-112.024,14.9962,0,-0.16,1065.27,-1.16924,-112.01,18,120,3.14006,0.211899,0.12,0.08,0
75.41,1065.89,0,-112.026,14.119,0,-0.16,1065.42,-1.17198,-112.009,18,120,3.14006,0.212003,0.12,0.08,0
75.42,1066.03,0,-112.027,14.12,0,-0.16,1065.56,-1.1747,-112.023,18,120,3.14006,0.212275,0.12,0.08,0
75.43,1066.17,0,-112.029,14.1228,0,-0.16,1065.7,-1.17744,-112.007,18,120,3.14005,0.211079,0.12,0.08,0
75.44,1066.31,0,-112.031,14.1108,0,-0.16,1065.84,-1.18017,-112.026,18,120,3.14005,0.210366,0.12,0.08,0
75.45,1066.46,0,-112.032,14.1037,0,-0.16,1065.98,-1.1829,-112.004,18,120,3.14005,0.211384,0.12,0.08,0
75.46,1066.6,0,-112.034,14.1138,0,-0.16,1066.12,-1.18563,-111.992,18,120,3.14005,0.2109,0.12,0.08,0
75.47,1066.74,0,-112.035,14.109,0,-0.16,1066.27,-1.18837,-111.997,18,120,3.14004,0.212001,0.12,0.08,0
75.48,1066.88,0,-112.037,14.12,0,-0.16,1066.41,-1.1911,-112.022,18,120,3.14004,0.210606,0.12,0.08,0
75.49,1067.02,0,-112.039,14.1061,0,-0.16,1066.55,-1.19384,-112.011,18,120,3.14004,0.212417,0.12,0.08,0
75.5,1067.16,0,-112.04,14.1242,0,-0.16,1066.69,-1.19656,-111.992,18,120,3.14003,0.211886,0.12,0.08,0
75.51,1067.3,0,-112.042,14.1189,0,-0.16,1066.83,-1.19929,-111.981,18,120,3.14003,0.211681,0.12,0.08,0
75.52,1067.44,0,-112.043,14.1168,0,-0.16,1066.97,-1.20201,-111.975,18,120,3.14003,0.212127,0.12,0.08,0
75.53,1067.58,0,-112.045,14.1213,0,-0.16,1067.12,-1.20472,-111.975,18,120,3.14002,0.212605,0.12,0.08,0
75.54,1067.73,0,-112.047,14.126,0,-0.16,1067.26,-1.20744,-112,18,120,3.14002,0.212794,0.12,0.08,0
75.55,1067.87,0,-112.048,14.1279,0,-0.16,1067.4,-1.21015,-111.98,18,120,3.14002,0.21187,0.12,0.08,0
75.56,1068.01,0,-112.05,14.1187,0,-0.16,1067.54,-1.21286,-111.985,18,120,3.14001,0.211367,0.12,0.08,0
75.57,1068.15,0,-112.051,14.1137,0,-0.16,1067.68,-1.21558,-111.984,18,120,3.14001,0.212078,0.12,0.08,0
75.58,1068.29,0,-112.053,14.1208,0,-0.16,1067.82,-1.21831,-111.971,18,120,3.14001,0.212449,0.12,0.08,0
75.59,1068.43,0,-112.055,14.1245,0,-0.16,1067.85,-1.14652,-111.976,18,120,3.1401,0.246151,0.12,0.08,0
75.6,1068.58,0,-112.056,14.4615,0,-0.16,1067.99,-1.14889,-111.98,18,120,3.1401,0.213196,0.12,0.08,0
75.61,1068.72,0,-112.058,14.132,0,-0.16,1068.14,-1.15125,-111.974,18,120,3.14009,0.213897,0.12,0.08,0
75.62,1068.86,0,-112.059,14.139,0,-0.16,1068.28,-1.15361,-111.957,18,120,3.14009,0.214006,0.12,0.08,0
75.63,1069,0,-112.061,14.1401,0,-0.16,1068.42,-1.15596,-111.961,18,120,3.14009,0.213563,0.12,0.08,0
75.64,1069.14,0,-112.063,14.1356,0,-0.16,1068.56,-1.15833,-111.965,18,120,3.14009,0.213052,0.12,0.08,0
75.65,1069.28,0,-112.064,14.1305,0,-0.16,1068.7,-1.16071,-111.984,18,120,3.14008,0.211654,0.12,0.08,0
75.66,1069.42,0,-112.066,14.1165,0,-0.16,1068.84,-1.16309,-111.989,18,120,3.14008,0.213156,0.12,0.08,0
75.67,1069.57,0,-112.067,14.1316,0,-0.16,1068.98,-1.16547,-111.984,18,120,3.14008,0.213822,0.12,0.08,0
75.68,1069.71,0,-112.069,14.1382,0,-0.16,1069.12,-1.16784,-111.967,18,120,3.14007,0.213519,0.12,0.08,0
75.69,1069.85,0,-112.071,14.1352,0,-0.16,1069.27,-1.17021,-111.964,18,120,3.14007,0.214807,0.12,0.08,0
75.7,1069.99,0,-112.072,14.1481,0,-0.16,1069.41,-1.17257,-111.959,18,120,3.14007,0.214874,0.12,0.08,0
75.71,1070.13,0,-112.074,14.1487,0,-0.16,1069.55,-1.17491,-111.947,18,120,3.14007,0.2121,0.12,0.08,0
75.72,1070.27,0,-112.075,14.121,0,-0.16,1069.69,-1.17725,-111.97,18,120,3.14006,0.213021,0.12,0.08,0
75.73,1070.41,0,-112.077,14.1302,0,-0.16,1069.83,-1.17958,-111.972,18,120,3.14006,0.212736,0.12,0.08,0
75.74,1070.56,0,-112.079,14.1274,0,-0.16,1069.97,-1.1819,-111.959,18,120,3.14006,0.213526,0.12,0.08,0
75.75,1070.7,0,-112.08,14.1353,0,-0.16,1070.11,-1.18422,-111.979,18,120,3.14005,0.212551,0.12,0.08,0
75.76,1070.84,0,-112.082,14.1255,0,-0.16,1070.26,-1.18654,-111.987,18,120,3.14005,0.214456,0.12,0.08,0
75.77,1070.98,0,-112.083,14.1446,0,-0.16,1070.4,-1.18885,-111.972,18,120,3.14005,0.212868,0.12,0.08,0
75.78,1071.12,0,-112.085,14.1287,0,-0.16,1070.54,-1.19118,-111.953,18,120,3.14005,0.21447,0.12,0.08,0
75.79,1071.26,0,-112.087,14.1447,0,-0.16,1070.6,-1.0532,-111.935,18,120,3.14023,0.240374,0.12,0.08,0
75.8,1071.41,0,-112.088,14.4037,0,-0.16,1070.74,-1.05498,-111.942,18,120,3.14022,0.215983,0.12,0.08,0
75.81,1071.55,0,-112.09,14.1598,0,-0.16,1070.89,-1.05676,-111.957,18,120,3.14022,0.215092,0.12,0.08,0
75.82,1071.69,0,-112.091,14.1509,0,-0.16,1071.03,-1.05852,-111.977,18,120,3.14022,0.215773,0.12,0.08,0
75.83,1071.83,0,-112.093,14.1577,0,-0.16,1071.17,-1.06031,-111.972,18,120,3.14022,0.214237,0.12,0.08,0
75.84,1071.97,0,-112.095,14.1424,0,-0.16,1071.31,-1.0621,-112.018,18,120,3.14022,0.215883,0.12,0.08,0
75.85,1072.11,0,-112.096,14.1588,0,-0.16,1071.45,-1.06388,-112.02,18,120,3.14021,0.215915,0.12,0.08,0
75.86,1072.26,0,-112.098,14.1591,0,-0.16,1071.59,-1.06567,-112.01,18,120,3.14021,0.216594,0.12,0.08,0
75.87,1072.4,0,-112.099,14.1659,0,-0.16,1071.73,-1.06746,-112.048,18,120,3.14021,0.215512,0.12,0.08,0
75.88,1072.54,0,-112.101,14.1551,0,-0.16,1071.87,-1.06925,-112.055,18,120,3.14021,0.215479,0.12,0.08,0
75.89,1072.68,0,-112.103,14.1548,0,-0.16,1072.01,-1.07105,-112.067,18,120,3.14021,0.215034,0.12,0.08,0
75.9,1072.82,0,-112.104,14.1503,0,-0.16,1072.15,-1.07285,-112.091,18,120,3.1402,0.2158,0.12,0.08,0
75.91,1072.96,0,-112.106,14.158,0,-0.16,1072.3,-1.07464,-112.068,18,120,3.1402,0.215088,0.12,0.08,0
75.92,1073.1,0,-112.107,14.1509,0,-0.16,1072.44,-1.07643,-112.087,18,120,3.1402,0.215515,0.12,0.08,0
75.93,1073.25,0,-112.109,14.1552,0,-0.16,1072.58,-1.07822,-112.059,18,120,3.1402,0.215491,0.12,0.08,0
